qu
9260
0.92934656 -0.36858946 0.0081792902 0.019746415
0.92957699 -0.36803308 0.0092264535 0.018791692
0.92978936 -0.3675203 0.010255825 0.017757241
0.92998189 -0.36705554 0.011260715 0.01664548
0.93015277 -0.36664307 0.012235196 0.015459741
0.9303003 -0.36628684 0.013172673 0.014204263
0.9304232 -0.36599025 0.014067086 0.012883751
0.93052006 -0.36575636 0.014912455 0.01150404
0.93058997 -0.36558753 0.015703201 0.010072541
0.93063223 -0.36548549 0.016434291 0.0085964603
0.93064636 -0.3654514 0.017100971 0.0070834602
0.93063223 -0.36548552 0.017699335 0.0055423253
0.93058997 -0.36558753 0.018226244 0.0039813989
0.93052006 -0.36575636 0.018679393 0.0024101378
0.93042314 -0.36599028 0.019056963 0.00083688414
0.9303003 -0.36628681 0.01935832 -0.00072936277
0.93015277 -0.36664304 0.01958324 -0.002280059
0.92998189 -0.36705554 0.019732792 -0.0038075636
0.92978942 -0.3675203 0.019808218 -0.0053044758
0.92957699 -0.36803308 0.019811833 -0.0067636352
0.92934656 -0.36858946 0.019746423 -0.0081792343
0.92957699 -0.36803311 0.0067636035 0.019811541
0.93015099 -0.36664739 0.0075463932 0.018218491
0.93035746 -0.36614877 0.0086033279 0.017203815
0.93054581 -0.3656942 0.0096372021 0.016105857
0.93071371 -0.36528865 0.01064078 0.014927709
0.93085951 -0.36493674 0.011607053 0.01367338
0.93098134 -0.36464268 0.012528776 0.012348015
0.93107772 -0.36440995 0.013399052 0.010958108
0.93114752 -0.36424154 0.014211563 0.0095108515
0.93118978 -0.36413965 0.014960201 0.0080145616
0.93120384 -0.36410549 0.015639717 0.0064782365
0.93118972 -0.36413965 0.016245635 0.0049113343
0.93114746 -0.36424154 0.016774306 0.0033239815
0.93107772 -0.36440998 0.017223164 0.0017258635
0.9309814 -0.36464262 0.017590635 0.00012776944
0.93085951 -0.36493674 0.017875968 -0.0014610755
0.93071377 -0.36528865 0.018079685 -0.0030314606
0.93054575 -0.3656942 0.018203154 -0.0045739715
0.93035752 -0.36614877 0.018248448 -0.0060816566
0.93015105 -0.36664736 0.018218528 -0.0075464756
0.92957699 -0.36803311 0.018791707 -0.0092265541
0.92978936 -0.3675203 0.0053044041 0.019808084
0.93035752 -0.36614874 0.0060814703 0.018248638
0.93087077 -0.36490974 0.0068516876 0.016541505
0.93105328 -0.3644689 0.0079167569 0.015473821
0.93121743 -0.36407271 0.0089525897 0.014317755
0.93136066 -0.36372676 0.0099508781 0.013077077
0.93148112 -0.36343604 0.010903189 0.011756919
0.93157685 -0.36320502 0.011801365 0.010364442
0.93164635 -0.36303723 0.012637659 0.0089074969
0.93168849 -0.36293542 0.013404969 0.0073957322
0.93170261 -0.36290133 0.014096882 0.005839041
0.93168855 -0.36293545 0.014708169 0.0042493301
0.93164641 -0.36303723 0.015234672 0.0026376219
0.93157691 -0.36320496 0.015673475 0.0010162725
0.93148112 -0.36343604 0.016023066 -0.00060370151
0.93136072 -0.36372674 0.016283086 -0.0022106301
0.93121749 -0.36407268 0.016454611 -0.0037937504
0.93105334 -0.36446887 0.01653965 -0.0053436523
0.93087071 -0.36490971 0.016541522 -0.0068518403
0.93035752 -0.36614877 0.017203856 -0.0086034024
0.92978942 -0.3675203 0.017757297 -0.010255592
0.92998195 -0.36705554 0.003807646 0.019732773
0.93054581 -0.3656942 0.0045741363 0.018203061
0.93105334 -0.3644689 0.0053436272 0.016539562
0.93150586 -0.3633765 0.0061042011 0.014736706
0.93166447 -0.36299342 0.0071755182 0.013621885
0.9318043 -0.36265591 0.0082099065 0.012411368
0.93192273 -0.36236998 0.0091973003 0.011110052
0.93201745 -0.36214134 0.01012767 0.0097250817
0.93208653 -0.36197448 0.010991244 0.0082660811
0.93212861 -0.36187291 0.011778982 0.0067438111
0.93214279 -0.36183882 0.012483398 0.0051706107
0.93212861 -0.36187294 0.013097649 0.0035603913
0.93208653 -0.36197448 0.0136169 0.0019268494
0.93201745 -0.36214134 0.014038047 0.00028456989
0.93192267 -0.36236998 0.014359364 -0.0013523167
0.93180436 -0.36265591 0.014581482 -0.0029708077
0.93166447 -0.36299342 0.014706098 -0.0045583681
0.93150586 -0.36337647 0.014736716 -0.0061042658
0.9310534 -0.36446887 0.015473902 -0.0079167597
0.93054575 -0.3656942 0.016105939 -0.0096373325
0.92998189 -0.36705554 0.016645635 -0.011260712
0.93015277 -0.36664307 0.0022801498 0.019583309
0.93071377 -0.36528865 0.0030313798 0.018079815
0.93121743 -0.36407274 0.0037937192 0.016454531
0.93166447 -0.36299342 0.0045584459 0.014706251
0.93205625 -0.3620477 0.0053117238 0.012823683
0.9321909 -0.36172247 0.0063872361 0.011666737
0.93230641 -0.36144382 0.0074155852 0.010403237
0.93239957 -0.36121875 0.0083840862 0.0090405326
0.93246812 -0.36105329 0.0092800809 0.0075895688
0.93251002 -0.36095208 0.010092 0.0060633253
0.9325242 -0.36091799 0.010809216 0.004477479
0.93251008 -0.36095205 0.011423548 0.0028486124
0.93246812 -0.36105329 0.011928703 0.0011955439
0.93239957 -0.36121875 0.012321117 -0.00046424687
0.93230635 -0.36144385 0.012599792 -0.002112404
0.9321909 -0.3617225 0.012766141 -0.0037332624
0.93205625 -0.3620477 0.012823511 -0.0053116297
0.93166447 -0.36299345 0.013622126 -0.0071755634
0.93121743 -0.36407271 0.014317644 -0.0089526288
0.93071383 -0.36528865 0.014927845 -0.010640846
0.93015277 -0.36664307 0.015459812 -0.012235157
0.9303003 -0.36628684 0.00072937761 0.019358305
0.93085951 -0.36493677 0.0014611282 0.017876172
0.93136078 -0.36372671 0.0022104131 0.016282918
0.9318043 -0.36265591 0.0029708799 0.014581352
0.93219095 -0.3617225 0.0037332622 0.012766325
0.93252194 -0.36092335 0.0044817259 0.010819898
0.93263268 -0.36065605 0.0055586146 0.0096243136
0.93272352 -0.36043671 0.0065741087 0.0083066467
0.93279111 -0.36027351 0.0075107631 0.0068787122
0.93283284 -0.36017287 0.0083522499 0.0053574834
0.9328469 -0.3601388 0.0090839639 0.0037628603
0.93283284 -0.36017284 0.0096941544 0.0021176594
0.93279111 -0.36027354 0.01017498 0.00044693192
0.93272352 -0.36043674 0.010522236 -0.0012249437
0.93263263 -0.36065605 0.010735962 -0.0028749439
0.93252194 -0.36092332 0.010819883 -0.0044816332
0.93219095 -0.36172247 0.011666776 -0.0063872491
0.9318043 -0.36265588 0.012411343 -0.0082099745
0.93136078 -0.36372674 0.013076959 -0.0099506872
0.93085957 -0.36493674 0.013673357 -0.011606955
0.9303003 -0.36628684 0.014204077 -0.013172829
0.93042314 -0.36599028 -0.00083690137 0.01905727
0.93098134 -0.36464265 -0.00012771132 0.017590743
0.93148118 -0.36343601 0.00060369039 0.016022887
0.93192273 -0.36236998 0.0013523588 0.014359186
0.93230641 -0.36144382 0.0021125162 0.012599832
0.93263263 -0.36065605 0.0028749534 0.010736149
0.93290293 -0.36000338 0.0036212355 0.0087424479
0.93298966 -0.35979414 0.0046954053 0.00750928
0.93305558 -0.359635 0.0056858477 0.0061311657
0.93309695 -0.35953528 0.0065671853 0.0046286182
0.93311101 -0.3595013 0.007316737 0.0030306515
0.93309689 -0.35953528 0.0079167075 0.0013705426
0.93305558 -0.359635 0.008355733 -0.00031485935
0.93298972 -0.35979414 0.0086299656 -0.0019898291
0.93290299 -0.36000338 0.0087424219 -0.0036211202
0.93263268 -0.36065602 0.0096243797 -0.0055586267
0.93230635 -0.36144382 0.010403205 -0.0074156933
0.93192273 -0.36236998 0.011109966 -0.0091971727
0.93148118 -0.36343604 0.011756914 -0.010903049
0.9309814 -0.36464268 0.012348083 -0.012528888
0.93042314 -0.36599028 0.012883562 -0.014067182
0.93052006 -0.36575636 -0.0024099802 0.018679285
0.93107772 -0.36440995 -0.0017260128 0.017223049
0.93157685 -0.36320499 -0.0010161062 0.015673505
0.93201745 -0.36214131 -0.00028458072 0.014037922
0.93239957 -0.36121875 0.00046427999 0.012320941
0.93272352 -0.36043674 0.0012251774 0.010521905
0.93298966 -0.35979411 0.0019896387 0.008629946
0.93319941 -0.35928789 0.0027366306 0.0066069309
0.93326187 -0.35913691 0.003801086 0.0053323563
0.93330234 -0.35903925 0.0047412049 0.0038775154
0.93331635 -0.35900545 0.0055163093 0.0022849804
0.93330234 -0.35903928 0.0060944487 0.00061072659
0.93326193 -0.35913694 0.0064583248 -0.001082801
0.93319941 -0.35928789 0.0066067968 -0.0027365193
0.93298972 -0.35979414 0.0075091794 -0.0046954285
0.93272346 -0.36043671 0.0083066942 -0.0065741464
0.93239963 -0.36121878 0.0090406267 -0.0083841821
0.93201745 -0.36214134 0.0097251041 -0.010127713
0.93157685 -0.36320496 0.010364282 -0.011801385
0.93107778 -0.36440995 0.010958146 -0.013398985
0.93052 -0.36575636 0.011504193 -0.014912338
0.93058997 -0.36558753 -0.0039814082 0.018226121
0.93114746 -0.36424154 -0.0033238812 0.01677441
0.93164635 -0.3630372 -0.0026377179 0.015234753
0.93208653 -0.36197451 -0.0019269569 0.013617082
0.93246812 -0.36105332 -0.0011954225 0.011928723
